Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"How do I style a <select> dropdown with only CSS?","<p>Is there a CSS-only way to style a <code>&lt;select&gt;</code> dropdown?</p>

<p>I need to style a <code>&lt;select&gt;</code> form as much as humanly possible, without any JavaScript. What are the properties I can use to do so in CSS?</p>

<p>This code needs to be compatible with all major browsers:</p>

<ul>
<li>Internet Explorer 6, 7, and 8</li>
<li>Firefox</li>
<li>Safari</li>
</ul>

<p>I know I can make it with JavaScript: <a href=""http://www.queness.com/post/204/25-jQuery-plugins-that-enhance-and-beautify-html-form-elements"" rel=""noreferrer"">Example</a>.</p>

<p>And I'm not talking about simple styling. I want to know, what the best we can do with CSS only.</p>

<p>I found <a href=""https://stackoverflow.com/questions/1072239/is-it-possible-to-style-a-select-box"">similar questions</a> on Stack&nbsp;Overflow.</p>

<p>And <a href=""http://doctype.com/style-select"" rel=""noreferrer"">this one</a> on Doctype.com.</p>
","<html><css><combobox><cross-browser><skinning>","1895476","1653","2209823","","27"
"jQuery AJAX submit form","<p>I have a form with name <code>orderproductForm</code> and an undefined number of inputs.</p>

<p>I want to do some kind of jQuery.get or ajax or anything like that that would call a page through Ajax, and send along all the inputs of the form <code>orderproductForm</code>.</p>

<p>I suppose one way would be to do something like</p>

<pre><code>jQuery.get(""myurl"",
          {action : document.orderproductForm.action.value,
           cartproductid : document.orderproductForm.cartproductid.value,
           productid : document.orderproductForm.productid.value,
           ...
</code></pre>

<p>However I do not know exactly all the form inputs. Is there a feature, function or something that would just send ALL the form inputs?</p>
","<javascript><jquery><ajax><submit><forms>","1960240","1093","2621289","","22"
"Git replacing LF with CRLF","<p>On a Windows machine, I added some files using <code>git add</code>.
I got warnings saying:</p>
<blockquote>
<p>LF will be replaced by CRLF</p>
</blockquote>
<p>What are the ramifications of this conversion?</p>
","<windows><git><newline><carriage-return><linefeed>","1967370","1295","1137404","","27"
"How can I rename a database column in a Ruby on Rails migration?","<p>I wrongly named a column <code>hased_password</code> instead of <code>hashed_password</code>.</p>

<p>How do I update the database schema, using migration to rename this column?</p>
","<ruby-on-rails><ruby-on-rails-3><migration><rename><alter-table>","1992019","1586","642709","","32"
"How do I delete a Git branch locally and remotely?","<p>Failed Attempts to Delete a Remote Branch:</p>
<pre class=""lang-bash prettyprint-override""><code>$ git branch -d remotes/origin/bugfix
error: branch 'remotes/origin/bugfix' not found.

$ git branch -d origin/bugfix
error: branch 'origin/bugfix' not found.

$ git branch -rd origin/bugfix
Deleted remote branch origin/bugfix (was 2a14ef7).

$ git push
Everything up-to-date

$ git pull
From github.com:gituser/gitproject

* [new branch] bugfix -&gt; origin/bugfix
Already up-to-date.
</code></pre>
<p>How do I properly delete the <code>remotes/origin/bugfix</code> branch both locally and remotely?</p>
","<git><version-control><git-branch><git-push><git-remote>","2003505","20365","12814667","","41"
"What are the differences between the urllib, urllib2, urllib3 and requests module?","<p>In Python, what are the differences between the <a href=""https://docs.python.org/library/urllib.html"" rel=""noreferrer""><code>urllib</code></a>, <a href=""https://docs.python.org/2.7/library/urllib2.html"" rel=""noreferrer""><code>urllib2</code></a>, <a href=""https://urllib3.readthedocs.io/en/latest/"" rel=""noreferrer""><code>urllib3</code></a> and <a href=""https://requests.readthedocs.io"" rel=""noreferrer""><code>requests</code></a> modules? Why are there three? They seem to do the same thing...</p>
","<python><python-requests><urllib><urllib2><urllib3>","2018026","1071","514128","","12"
"What is the difference between px, dip, dp, and sp?","<p>What is the difference between the units of measure
px, dip, dp, and sp?</p>
","<android><android-layout><user-interface><dimension><units-of-measurement>","2025282","6425","1522992","","35"
"How do I get a YouTube video thumbnail from the YouTube API?","<p>If I have a YouTube video URL, is there any way to use PHP and cURL to get the associated thumbnail from the YouTube API?</p>
","<php><curl><youtube><youtube-api><youtube-data-api>","2068344","2843","2097146","","31"
"How to clear the canvas for redrawing","<p>After experimenting with composite operations and drawing images on the canvas I'm now trying to remove images and compositing. How do I do this?</p>

<p>I need to clear the canvas for redrawing other images; this can go on for a while so I don't think drawing a new rectangle every time will be the most efficient option.</p>
","<javascript><html><canvas><html5-canvas><composite>","2142535","1323","1300981","","26"
"How do I remedy ""The breakpoint will not currently be hit. No symbols have been loaded for this document."" warning?","<p>A C# desktop application (on the Visual Studio Express edition) worked, but then it didn't work 5 seconds later.</p>
<p>I tried the following:</p>
<ul>
<li>Ensure debug configuration, debug flag, and full debug information are set on all assemblies.</li>
<li>Delete all bin and obj folders and all DLL files related to the project from my entire machine.</li>
<li>Recreate projects causing the problem from scratch.</li>
<li>Reboot.</li>
</ul>
<p>I have two Windows Forms projects in the solution. One of them loads the debug information, one doesn't. They both refer to the assembly I'm trying to get debug information on in exactly the same way in the project file. Any ideas?</p>
<hr />
<p>I want to add here, mostly for myself when I come back to review this question, that symbols are not loaded until the assembly is loaded, and the assembly is not loaded until it is needed. If the breakpoint is in a library that is only used in one function in your main assembly, the symbols will not be loaded (and it will show the breakpoint as not being hit) until that function is called.</p>
","<c#><.net><debugging><breakpoints><visual-studio-express>","2155930","2133","1880313","","116"
"How to use to find files recursively?","<p>I would like to list all files recursively in a directory. I currently have a directory structure like this:</p>
<ul>
<li><code>src/main.c</code></li>
<li><code>src/dir/file1.c</code></li>
<li><code>src/another-dir/file2.c</code></li>
<li><code>src/another-dir/nested/files/file3.c</code></li>
</ul>
<p>I've tried to do the following:</p>
<pre><code>from glob import glob

glob(os.path.join('src','*.c'))
</code></pre>
<p>But this will only get be files directly in the <code>src</code> subfolder, e.g. I get <code>main.c</code> but I will not get <code>file1.c</code>, <code>file2.c</code> etc.</p>
<pre><code>from glob import glob

glob(os.path.join('src','*.c'))
glob(os.path.join('src','*','*.c'))
glob(os.path.join('src','*','*','*.c'))
glob(os.path.join('src','*','*','*','*.c'))
</code></pre>
<p>But this is obviously limited and clunky, how can I do this properly?</p>
","<python><path><filesystems><glob><fnmatch>","2186525","1051","1115890","","28"
"How to mock void methods with Mockito","<p>How to mock methods with void return type? </p>

<p>I implemented an observer pattern but I can't mock it with Mockito because I don't know how.</p>

<p>And I tried to find an example on the Internet but didn't succeed.</p>

<p>My class looks like this:</p>

<pre><code>public class World {

    List&lt;Listener&gt; listeners;

    void addListener(Listener item) {
        listeners.add(item);
    }

    void doAction(Action goal,Object obj) {
        setState(""i received"");
        goal.doAction(obj);
        setState(""i finished"");
    }

    private string state;
    //setter getter state
} 

public class WorldTest implements Listener {

    @Test public void word{
    World  w= mock(World.class);
    w.addListener(this);
    ...
    ...

    }
}

interface Listener {
    void doAction();
}
</code></pre>

<p>The system is not triggered with mock.</p>

<p>I want to show the above-mentioned system state. And make assertions according to them.</p>
","<java><unit-testing><mocking><mockito><void>","2276271","1233","1330026","","12"
"How do I UPDATE from a SELECT in SQL Server?","<p>In <strong>SQL Server</strong>, it is possible to insert rows into a table with an <code>INSERT.. SELECT</code> statement:</p>
<pre><code>INSERT INTO Table (col1, col2, col3)
SELECT col1, col2, col3 
FROM other_table 
WHERE sql = 'cool'
</code></pre>
<p>Is it also possible to <em>update</em> a table with <code>SELECT</code>? I have a temporary table containing the values and would like to update another table using those values. Perhaps something like this:</p>
<pre><code>UPDATE Table SET col1, col2
SELECT col1, col2 
FROM other_table 
WHERE sql = 'cool'
WHERE Table.id = other_table.id
</code></pre>
","<sql><sql-server><t-sql><sql-update><dml>","2334712","4335","5563301","","40"
"How can I pipe stderr, and not stdout?","<p>I have a program that writes information to <code>stdout</code> and <code>stderr</code>, and I need to process the <code>stderr</code> with <code>grep</code>, leaving <code>stdout</code> aside.</p>
<p>Using a temporary file, one could do it in two steps:</p>
<pre><code>command &gt; /dev/null 2&gt; temp.file
grep 'something' temp.file
</code></pre>
<p>But how can this be achieved without temp files, using one command and pipes?</p>
","<bash><grep><stdout><pipe><stderr>","2342826","1312","636053","","11"
"How do I import other Python files?","<p>How do I import files in Python? I want to import:</p>
<ol>
<li>a file (e.g. <code>file.py</code>)</li>
<li>a folder</li>
<li>a file dynamically at runtime, based on user input</li>
<li>one specific part of a file (e.g. a single function)</li>
</ol>
","<python><import><python-import><python-module><python-packaging>","2349991","1306","3195872","","23"
"JavaScriptSerializer - JSON serialization of enum as string","<p>I have a class that contains an <code>enum</code> property, and upon serializing the object using <code>JavaScriptSerializer</code>, my json result contains the integer value of the enumeration rather than its <code>string</code> &quot;name&quot;.  Is there a way to get the enum as a <code>string</code> in my json without having to create a custom <code>JavaScriptConverter</code>?  Perhaps there's an attribute that I could decorate the <code>enum</code> definition, or object property, with?</p>
<p>As an example:</p>
<pre><code>enum Gender { Male, Female }

class Person
{
    int Age { get; set; }
    Gender Gender { get; set; }
}
</code></pre>
<p>Desired JSON result:</p>
<pre><code>{ &quot;Age&quot;: 35, &quot;Gender&quot;: &quot;Male&quot; }
</code></pre>
<p>Ideally looking for answer with built-in .NET framework classes, if not possible alternatives (like Json.net) are welcome.</p>
","<c#><asp.net><json><enums><javascriptserializer>","2441290","1467","802346","","31"
